BUILDING,SURFACE,orientation,intersection,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE
B1000,srf0,west,0,384816.0666351939,5821299.614499605,2.5,-0.9999995833823476,-0.0009128171400526356,0.0,9.477177557087238,walls
B1000,srf1,west,0,384816.0666351938,5821299.614499605,2.906306822878312,-0.9999995833823476,-0.0009128171400526356,0.0,4.342988352988895,walls
B1000,srf2,west,0,384816.05598938436,5821311.277082013,1.406306822878312,-0.9999995833823476,-0.0009128171400526356,0.0,4.342988353523746,walls
B1000,srf3,west,0,384816.05111086153,5821316.6215486815,2.093693177121688,-0.9999995833823476,-0.0009128171400526356,0.0,4.342988352988894,walls
B1000,srf4,west,0,384816.0588730278,5821308.118024143,1.4063068228783209,-0.9999995833823476,-0.0009128171400526356,0.0,9.477177557622088,walls
B1000,srf5,west,0,384816.0511108615,5821316.6215486815,2.5,-0.9999995833823476,-0.0009128171400526356,0.0,9.477177557087236,walls
B1000,srf6,west,0,384816.0588730277,5821308.118024143,3.593693177121688,-0.9999995833823476,-0.0009128171400526356,0.0,9.477177557622083,walls
B1000,srf7,west,0,384816.0559893843,5821311.277082013,3.5936931771216933,-0.9999995833823476,-0.0009128171400526356,0.0,4.342988353523782,walls
B1000,srf8,west,0,384815.09548985306,5821324.750641044,2.5,-0.9821242118689634,-0.18823398327817292,0.0,15.187206399117763,walls
B1000,srf9,west,0,384815.0954898536,5821324.750641044,2.906306822878311,-0.9821242118689634,-0.18823398327817292,0.0,6.959652291887461,walls
B1000,srf10,west,0,384813.48335463996,5821333.16207132,1.4063068228783209,-0.9821242118689634,-0.18823398327817292,0.0,6.959652292442284,walls
B1000,srf11,west,0,384812.5304385218,5821338.133979025,1.4063068228783209,-0.9821242118689634,-0.18823398327817292,0.0,15.18720639967254,walls
B1000,srf12,west,0,384809.96538718994,5821351.517317006,2.9063068228783067,-0.9821242118689634,-0.18823398327817292,0.0,6.959652291887492,walls
