BUILDING,SURFACE,orientation,intersection,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE
B1001,srf0,west,0,384772.89974664705,5821317.010558418,2.5,-0.9966483812272762,-0.08180467099774971,0.0,14.931781842501795,walls
B1001,srf1,west,0,384772.89974664716,5821317.010558418,2.0936931771216933,-0.9966483812272762,-0.08180467099774971,0.0,6.842602055383144,walls
B1001,srf2,west,0,384772.2109115372,5821325.402822439,1.4063068228783067,-0.9966483812272762,-0.08180467099774971,0.0,6.842602055079771,walls
B1001,srf3,west,0,384771.80374837026,5821330.363401173,1.4063068228783067,-0.9966483812272762,-0.08180467099774971,0.0,14.931781842196456,walls
B1001,srf4,west,0,384770.70775009337,5821343.716243926,2.9063068228783067,-0.9966483812272762,-0.08180467099774971,0.0,6.842602055379874,walls
B1001,srf5,west,0,384770.7077500933,5821343.716243926,2.5,-0.9966483812272762,-0.08180467099774971,0.0,14.931781842494608,walls
B1001,srf6,west,0,384771.80374837026,5821330.363401172,3.593693177121688,-0.9966483812272762,-0.08180467099774971,0.0,14.931781842196472,walls
B1001,srf7,west,0,384771.3965852032,5821335.323979906,3.593693177121679,-0.9966483812272762,-0.08180467099774971,0.0,6.842602055079798,walls
B1001,srf8,west,0,384772.83898156695,5821304.885173555,2.5,-0.9978751279636371,0.06515542181242431,-0.0,3.3750024036520196,walls
B1001,srf9,west,0,384772.83898156695,5821304.885173555,2.0936931771216933,-0.9978751279636371,0.06515542181242431,-0.0,1.5466203985393276,walls
B1001,srf10,west,0,384773.1095895075,5821309.029616579,1.406306822878312,-0.9978751279636371,0.06515542181242431,-0.0,1.5466203984397837,walls
B1001,srf11,west,0,384773.2335976448,5821310.928838966,2.093693177121688,-0.9978751279636371,0.06515542181242431,-0.0,1.5466203985393259,walls
B1001,srf12,west,0,384773.03628960595,5821307.907006261,1.4063068228783209,-0.9978751279636371,0.06515542181242431,-0.0,3.3750024035524757,walls
B1001,srf13,west,0,384773.2335976448,5821310.928838966,2.5,-0.9978751279636371,0.06515542181242431,-0.0,3.3750024036520125,walls
B1001,srf14,west,0,384773.0362896058,5821307.907006261,3.593693177121688,-0.9978751279636371,0.06515542181242431,-0.0,3.3750024035524704,walls
B1001,srf15,west,0,384773.10958950745,5821309.029616579,3.5936931771216933,-0.9978751279636371,0.06515542181242431,-0.0,1.5466203984397944,walls
B1001,srf16,west,0,384772.89974664705,5821317.010558418,5.5,-0.9966483812272762,-0.08180467099774971,0.0,14.931781842501795,walls
B1001,srf17,west,0,384772.89974664716,5821317.010558418,5.093693177121693,-0.9966483812272762,-0.08180467099774971,0.0,6.842602055383144,walls
B1001,srf18,west,0,384771.39658520307,5821335.323979907,4.406306822878312,-0.9966483812272762,-0.08180467099774971,0.0,6.842602055079789,walls
B1001,srf19,west,0,384771.8037483701,5821330.363401172,4.406306822878321,-0.9966483812272762,-0.08180467099774971,0.0,14.931781842196472,walls
B1001,srf20,west,0,384770.70775009337,5821343.716243926,5.906306822878307,-0.9966483812272762,-0.08180467099774971,0.0,6.842602055379874,walls
B1001,srf21,west,0,384770.7077500933,5821343.716243926,5.5,-0.9966483812272762,-0.08180467099774971,0.0,14.931781842494608,walls
B1001,srf22,west,0,384771.80374837026,5821330.363401172,6.593693177121688,-0.9966483812272762,-0.08180467099774971,0.0,14.931781842196472,walls
B1001,srf23,west,0,384771.3965852032,5821335.323979906,6.593693177121693,-0.9966483812272762,-0.08180467099774971,0.0,6.842602055079798,walls
B1001,srf24,west,0,384772.83898156695,5821304.885173555,5.5,-0.9978751279636371,0.06515542181242431,-0.0,3.3750024036520196,walls
B1001,srf25,west,0,384772.83898156695,5821304.885173555,5.093693177121693,-0.9978751279636371,0.06515542181242431,-0.0,1.5466203985393276,walls
B1001,srf26,west,0,384773.1095895075,5821309.029616579,4.406306822878312,-0.9978751279636371,0.06515542181242431,-0.0,1.5466203984397837,walls
B1001,srf27,west,0,384773.2335976448,5821310.928838966,5.093693177121688,-0.9978751279636371,0.06515542181242431,-0.0,1.5466203985393259,walls
B1001,srf28,west,0,384773.03628960595,5821307.907006261,4.406306822878307,-0.9978751279636371,0.06515542181242431,-0.0,3.3750024035524757,walls
B1001,srf29,west,0,384773.2335976448,5821310.928838966,5.5,-0.9978751279636371,0.06515542181242431,-0.0,3.3750024036520125,walls
B1001,srf30,west,0,384773.0362896058,5821307.907006261,6.593693177121688,-0.9978751279636371,0.06515542181242431,-0.0,3.3750024035524704,walls
B1001,srf31,west,0,384773.10958950745,5821309.029616579,6.593693177121693,-0.9978751279636371,0.06515542181242431,-0.0,1.5466203984397944,walls
B1001,srf32,west,0,384772.89974664705,5821317.010558418,8.5,-0.9966483812272762,-0.08180467099774971,0.0,14.931781842501795,walls
B1001,srf33,west,0,384772.89974664716,5821317.010558418,8.093693177121693,-0.9966483812272762,-0.08180467099774971,0.0,6.842602055383144,walls
B1001,srf34,west,0,384772.2109115372,5821325.402822439,7.406306822878321,-0.9966483812272762,-0.08180467099774971,0.0,6.842602055079771,walls
B1001,srf35,west,0,384771.80374837026,5821330.363401173,7.406306822878307,-0.9966483812272762,-0.08180467099774971,0.0,14.931781842196456,walls
B1001,srf36,west,0,384770.70775009337,5821343.716243926,8.906306822878307,-0.9966483812272762,-0.08180467099774971,0.0,6.842602055379874,walls
B1001,srf37,west,0,384770.7077500933,5821343.716243926,8.5,-0.9966483812272762,-0.08180467099774971,0.0,14.931781842494608,walls
B1001,srf38,west,0,384771.80374837026,5821330.363401172,9.593693177121688,-0.9966483812272762,-0.08180467099774971,0.0,14.931781842196472,walls
B1001,srf39,west,0,384771.3965852032,5821335.323979906,9.593693177121693,-0.9966483812272762,-0.08180467099774971,0.0,6.842602055079798,walls
B1001,srf40,west,0,384772.83898156695,5821304.885173555,8.5,-0.9978751279636371,0.06515542181242431,-0.0,3.3750024036520196,walls
B1001,srf41,west,0,384772.83898156695,5821304.885173555,8.093693177121693,-0.9978751279636371,0.06515542181242431,-0.0,1.5466203985393276,walls
B1001,srf42,west,0,384773.1095895075,5821309.029616579,7.406306822878312,-0.9978751279636371,0.06515542181242431,-0.0,1.5466203984397837,walls
B1001,srf43,west,0,384773.2335976448,5821310.928838966,8.093693177121688,-0.9978751279636371,0.06515542181242431,-0.0,1.5466203985393259,walls
B1001,srf44,west,0,384773.03628960595,5821307.907006261,7.406306822878307,-0.9978751279636371,0.06515542181242431,-0.0,3.3750024035524757,walls
B1001,srf45,west,0,384773.2335976448,5821310.928838966,8.5,-0.9978751279636371,0.06515542181242431,-0.0,3.3750024036520125,walls
B1001,srf46,west,0,384773.0362896058,5821307.907006261,9.593693177121688,-0.9978751279636371,0.06515542181242431,-0.0,3.3750024035524704,walls
B1001,srf47,west,0,384773.10958950745,5821309.029616579,9.59369317712168,-0.9978751279636371,0.06515542181242431,-0.0,1.5466203984397944,walls
B1001,srf48,west,0,384772.89974664705,5821317.010558418,11.5,-0.9966483812272762,-0.08180467099774971,0.0,14.931781842501795,walls
B1001,srf49,west,0,384772.89974664716,5821317.010558418,11.093693177121693,-0.9966483812272762,-0.08180467099774971,0.0,6.842602055383144,walls
B1001,srf50,west,0,384772.2109115372,5821325.402822439,10.406306822878307,-0.9966483812272762,-0.08180467099774971,0.0,6.842602055079771,walls
B1001,srf51,west,0,384771.80374837026,5821330.363401173,10.406306822878307,-0.9966483812272762,-0.08180467099774971,0.0,14.931781842196456,walls
B1001,srf52,west,0,384770.70775009337,5821343.716243926,11.906306822878307,-0.9966483812272762,-0.08180467099774971,0.0,6.842602055379874,walls
B1001,srf53,west,0,384770.7077500933,5821343.716243926,11.5,-0.9966483812272762,-0.08180467099774971,0.0,14.931781842494608,walls
B1001,srf54,west,0,384771.80374837026,5821330.363401172,12.593693177121688,-0.9966483812272762,-0.08180467099774971,0.0,14.931781842196472,walls
B1001,srf55,west,0,384771.3965852032,5821335.323979906,12.59369317712168,-0.9966483812272762,-0.08180467099774971,0.0,6.842602055079798,walls
B1001,srf56,west,0,384772.83898156695,5821304.885173555,11.5,-0.9978751279636371,0.06515542181242431,-0.0,3.3750024036520196,walls
B1001,srf57,west,0,384772.83898156695,5821304.885173555,11.093693177121693,-0.9978751279636371,0.06515542181242431,-0.0,1.5466203985393276,walls
B1001,srf58,west,0,384773.1095895075,5821309.029616579,10.406306822878312,-0.9978751279636371,0.06515542181242431,-0.0,1.5466203984397837,walls
B1001,srf59,west,0,384773.2335976448,5821310.928838966,11.093693177121688,-0.9978751279636371,0.06515542181242431,-0.0,1.5466203985393259,walls
