Date,roofs_top_kW,walls_east_kW,walls_north_kW,walls_south_kW,walls_west_kW,windows_east_kW,windows_north_kW,windows_south_kW,windows_west_kW,roofs_top_m2,walls_east_m2,walls_north_m2,walls_south_m2,walls_west_m2,windows_east_m2,windows_north_m2,windows_south_m2,windows_west_m2
2020-01-05 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-05 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-05 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-06 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-06 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-06 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-06 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-06 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-06 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-06 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-06 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-06 09:00:00,2.52,0.64,0.61,1.1,0.64,0.17,0.17,0.3,0.17,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-06 10:00:00,19.66,12.5,3.17,29.51,3.78,3.34,0.89,8.23,1.01,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-06 11:00:00,33.18,14.1,6.33,44.83,8.03,3.77,1.78,12.3,2.15,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-06 12:00:00,63.22,19.2,10.5,103.29,14.99,5.12,2.95,27.85,4.02,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-06 13:00:00,63.52,14.17,10.1,116.14,19.9,3.8,2.83,31.23,5.28,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-06 14:00:00,51.47,12.03,9.61,76.87,21.59,3.22,2.69,21.06,5.77,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-06 15:00:00,41.02,8.66,7.24,56.43,23.18,2.32,2.02,16.77,6.47,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-06 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-06 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-06 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-06 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-06 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-06 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-06 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-06 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-07 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-07 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-07 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-07 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-07 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-07 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-07 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-07 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-07 09:00:00,5.04,1.29,1.21,2.21,1.29,0.34,0.34,0.6,0.34,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-07 10:00:00,46.16,32.9,6.42,79.64,7.81,8.81,1.8,22.3,2.09,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-07 11:00:00,48.81,21.06,7.71,78.03,9.72,5.61,2.16,21.45,2.6,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-07 12:00:00,31.32,10.35,6.08,43.22,8.64,2.77,1.71,11.73,2.31,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-07 13:00:00,25.21,6.52,5.92,11.33,6.53,1.74,1.65,3.07,1.74,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-07 14:00:00,29.41,7.49,6.74,14.02,7.81,1.99,1.88,3.8,2.08,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-07 15:00:00,29.72,7.19,6.27,30.85,13.69,1.92,1.76,8.77,3.73,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
2020-01-07 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.84,541.49,786.27,782.69,497.6,143.94,209.01,208.06,132.27
